0,0,518
1,0,790
2,0,92
3,0,299
4,0,22
5,0,22
6,0,4442
7,0,674
8,0,22
9,0,22
10,0,1392
11,0,778
12,0,778
13,0,519
14,0,519
15,0,544
16,0,544
17,0,285
18,0,285
19,0,544
20,0,544
21,0,285
22,0,285
23,0,544
24,0,544
25,0,285
26,0,285
27,0,544
28,0,544
29,0,285
30,0,285
31,0,544
32,0,544
33,0,285
34,0,285
35,0,19
36,0,82
37,0,22
38,0,34
39,0,1077
40,0,22
41,0,1384
42,0,1695
43,0,1052
44,0,1350
45,0,68
46,0,22
47,0,22
48,0,22
49,0,29
50,0,567
51,0,78
52,0,22
53,0,260
54,0,3812
55,0,1785
56,0,565
57,0,565
58,0,1320
59,0,1316
60,0,335
61,0,335
62,0,1094
63,0,1086
64,0,335
65,0,335
66,0,1094
67,0,1086
68,0,335
69,0,335
70,0,1090
71,0,1086
72,0,335
73,0,335
74,0,1090
75,0,1086
76,0,335
77,0,335
78,0,1090
79,0,1086
80,0,1027
81,0,434
82,0,273
83,0,22
84,0,1027
85,0,50
86,0,1940
87,0,1014
88,0,853
89,0,432
90,0,736
91,0,315
92,0,736
93,0,315
94,0,736
95,0,315
96,0,736
97,0,315
98,0,736
99,0,315
100,0,22
101,0,52
102,0,22
103,0,1027
104,0,25
105,0,22
106,0,1027
107,0,58
108,0,311
109,0,22
110,0,22
111,0,22
112,0,22
113,0,22
114,0,22
115,0,144
116,0,30
117,0,22
118,0,50
119,0,133
120,0,243
121,0,130
122,0,416
123,0,92
124,0,1027
125,0,273
126,0,417
127,0,58
128,0,22
129,0,22
130,0,52
131,0,30
